Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume,Ignore
2020-01-01 01:00:00,0.01247900,0.01248700,0.01235300,0.01240100,1648.44000000,2020-01-01 04:59:59,20.45708400,87,1204.11000000,14.95077604,0
2020-01-01 05:00:00,0.01241200,0.01242400,0.01231500,0.01231500,637.76000000,2020-01-01 08:59:59,7.88105141,54,88.10000000,1.09394720,0
2020-01-01 09:00:00,0.01231500,0.01233400,0.01225700,0.01230700,505.46000000,2020-01-01 12:59:59,6.21949411,45,277.00000000,3.41124507,0
2020-01-01 13:00:00,0.01228700,0.01228800,0.01219400,0.01226200,366.08000000,2020-01-01 16:59:59,4.48461635,38,226.58000000,2.77838192,0
2020-01-01 17:00:00,0.01226200,0.01228500,0.01219500,0.01224400,1030.65000000,2020-01-01 20:59:59,12.62390079,54,649.30000000,7.95856894,0
2020-01-01 21:00:00,0.01221100,0.01233500,0.01218600,0.01226900,2514.46000000,2020-01-02 00:59:59,30.88052364,114,1119.29000000,13.71558486,0
2020-01-02 01:00:00,0.01229900,0.01235400,0.01226400,0.01228500,1783.27000000,2020-01-02 04:59:59,21.97218940,147,1057.90000000,13.04854522,0
2020-01-02 05:00:00,0.01228500,0.01236800,0.01228500,0.01233200,3637.02000000,2020-01-02 08:59:59,44.79621076,183,1634.76000000,20.13872927,0
2020-01-02 09:00:00,0.01229800,0.01233400,0.01226300,0.01233400,593.96000000,2020-01-02 12:59:59,7.30359656,50,142.00000000,1.74840526,0
2020-01-02 13:00:00,0.01228200,0.01228200,0.01219100,0.01226100,698.59000000,2020-01-02 16:59:59,8.53944902,43,59.93000000,0.73386223,0
2020-01-02 17:00:00,0.01222800,0.01228500,0.01208700,0.01208900,5592.17000000,2020-01-02 20:59:59,67.91522707,161,3639.59000000,44.14449405,0
2020-01-02 21:00:00,0.01206700,0.01213000,0.01203400,0.01207000,793.73000000,2020-01-03 00:59:59,9.58872512,66,416.59000000,5.04230691,0
2020-01-03 01:00:00,0.01203600,0.01219800,0.01196500,0.01217000,2070.18000000,2020-01-03 04:59:59,25.00492911,109,503.57000000,6.08716549,0
2020-01-03 05:00:00,0.01219800,0.01233200,0.01219400,0.01226600,3592.22000000,2020-01-03 08:59:59,44.04405748,168,3173.37000000,38.91816600,0
2020-01-03 09:00:00,0.01227300,0.01227300,0.01206600,0.01216700,1771.73000000,2020-01-03 12:59:59,21.55985728,120,711.79000000,8.68642957,0
2020-01-03 13:00:00,0.01214000,0.01225700,0.01213200,0.01219300,2141.92000000,2020-01-03 16:59:59,26.10775645,126,1113.06000000,13.58883381,0
2020-01-03 17:00:00,0.01216700,0.01227300,0.01211400,0.01227000,2434.75000000,2020-01-03 20:59:59,29.65530652,136,660.60000000,8.06998561,0
2020-01-03 21:00:00,0.01223100,0.01225800,0.01212100,0.01214400,1398.79000000,2020-01-04 00:59:59,17.05484472,70,326.91000000,3.97774898,0
2020-01-04 01:00:00,0.01212100,0.01219100,0.01207800,0.01219100,931.88000000,2020-01-04 04:59:59,11.28893290,66,379.72000000,4.60927459,0
2020-01-04 05:00:00,0.01216900,0.01216900,0.01204400,0.01204400,201.45000000,2020-01-04 08:59:59,2.44010271,22,13.98000000,0.16975798,0
2020-01-04 09:00:00,0.01206300,0.01211400,0.01201600,0.01209300,573.39000000,2020-01-04 12:59:59,6.92892576,55,410.21000000,4.95815285,0
2020-01-04 13:00:00,0.01206700,0.01218100,0.01202000,0.01217100,2113.29000000,2020-01-04 16:59:59,25.56943706,121,1236.41000000,14.97206378,0
2020-01-04 17:00:00,0.01218100,0.01227900,0.01212000,0.01219100,1187.05000000,2020-01-04 20:59:59,14.47241781,137,657.67000000,8.02034894,0
2020-01-04 21:00:00,0.01224200,0.01232000,0.01221600,0.01224400,1456.30000000,2020-01-05 00:59:59,17.88478913,78,1043.74000000,12.81455608,0
2020-01-05 01:00:00,0.01220700,0.01228500,0.01211400,0.01211400,2337.00000000,2020-01-05 04:59:59,28.48999914,187,1351.19000000,16.47964177,0
2020-01-05 05:00:00,0.01210700,0.01212200,0.01207500,0.01212200,229.78000000,2020-01-05 08:59:59,2.78216283,27,220.98000000,2.67573248,0
2020-01-05 09:00:00,0.01213300,0.01213800,0.01204900,0.01204900,1428.13000000,2020-01-05 12:59:59,17.26917564,48,197.93000000,2.39447541,0
2020-01-05 13:00:00,0.01206100,0.01214100,0.01200500,0.01210400,4238.59000000,2020-01-05 16:59:59,51.15971358,174,949.00000000,11.46805993,0
2020-01-05 17:00:00,0.01210600,0.01217900,0.01204900,0.01209200,1020.84000000,2020-01-05 20:59:59,12.38684737,79,814.91000000,9.89500889,0
2020-01-05 21:00:00,0.01203400,0.01211400,0.01196500,0.01204600,2002.45000000,2020-01-06 00:59:59,24.10131771,121,856.33000000,10.31768951,0
2020-01-06 01:00:00,0.01202900,0.01207100,0.01194700,0.01199400,2434.31000000,2020-01-06 04:59:59,29.16708062,108,1264.09000000,15.17315804,0
2020-01-06 05:00:00,0.01199400,0.01201800,0.01193700,0.01195900,1314.51000000,2020-01-06 08:59:59,15.71519565,41,329.57000000,3.95180155,0
2020-01-06 09:00:00,0.01193800,0.01204200,0.01186000,0.01197700,5830.64000000,2020-01-06 12:59:59,69.38146938,152,4541.78000000,53.99997228,0
2020-01-06 13:00:00,0.01192100,0.01213300,0.01189600,0.01196500,3895.86000000,2020-01-06 16:59:59,46.76837038,206,2084.15000000,25.06889031,0
2020-01-06 17:00:00,0.01192300,0.01206500,0.01191900,0.01206500,1123.06000000,2020-01-06 20:59:59,13.49531847,72,681.25000000,8.18131063,0
2020-01-06 21:00:00,0.01203000,0.01212000,0.01195600,0.01212000,3860.15000000,2020-01-07 00:59:59,46.41473360,215,2846.61000000,34.22018262,0
2020-01-07 01:00:00,0.01212000,0.01221600,0.01200100,0.01200100,3354.27000000,2020-01-07 04:59:59,40.71915455,182,2593.64000000,31.50325781,0
2020-01-07 05:00:00,0.01204000,0.01204000,0.01188300,0.01196700,978.54000000,2020-01-07 08:59:59,11.70076096,83,165.88000000,1.98189048,0
2020-01-07 09:00:00,0.01195100,0.01211300,0.01195000,0.01200800,2180.86000000,2020-01-07 12:59:59,26.25750445,101,1562.20000000,18.81400696,0
2020-01-07 13:00:00,0.01204800,0.01210200,0.01197200,0.01198800,1327.43000000,2020-01-07 16:59:59,15.95434337,70,163.26000000,1.96699931,0
2020-01-07 17:00:00,0.01198800,0.01204900,0.01192300,0.01196800,2393.03000000,2020-01-07 20:59:59,28.69572639,116,944.26000000,11.33926980,0
2020-01-07 21:00:00,0.01198400,0.01215800,0.01190700,0.01213700,1486.97000000,2020-01-08 00:59:59,17.89166677,118,925.38000000,11.14443599,0
2020-01-08 01:00:00,0.01217000,0.01217000,0.01192800,0.01192800,3386.00000000,2020-01-08 04:59:59,40.68533814,214,1795.69000000,21.62138986,0
2020-01-08 05:00:00,0.01195700,0.01203200,0.01187200,0.01198000,1593.51000000,2020-01-08 08:59:59,19.04199849,130,1217.56000000,14.54606220,0
2020-01-08 09:00:00,0.01198500,0.01208100,0.01198500,0.01208100,1007.24000000,2020-01-08 12:59:59,12.09456254,72,553.13000000,6.64694629,0
2020-01-08 13:00:00,0.01208600,0.01216400,0.01200400,0.01203300,2883.07000000,2020-01-08 16:59:59,34.78352535,131,724.92000000,8.74385759,0
2020-01-08 17:00:00,0.01206800,0.01227300,0.01203400,0.01209800,4294.02000000,2020-01-08 20:59:59,52.18663581,234,2590.42000000,31.58089345,0
2020-01-08 21:00:00,0.01212000,0.01214700,0.01192000,0.01194600,1125.01000000,2020-01-09 00:59:59,13.47909690,125,229.78000000,2.76306925,0
2020-01-09 01:00:00,0.01198400,0.01198800,0.01189300,0.01193000,536.28000000,2020-01-09 04:59:59,6.40234657,77,275.64000000,3.29231742,0
2020-01-09 05:00:00,0.01194400,0.01202500,0.01190700,0.01194400,663.46000000,2020-01-09 08:59:59,7.93252550,91,502.26000000,6.00609446,0
2020-01-09 09:00:00,0.01190000,0.01203300,0.01189600,0.01198500,416.94000000,2020-01-09 12:59:59,4.99165686,74,241.49000000,2.89386524,0
2020-01-09 13:00:00,0.01198600,0.01201000,0.01195500,0.01198400,828.98000000,2020-01-09 16:59:59,9.93170384,58,647.63000000,7.75997848,0
2020-01-09 17:00:00,0.01198300,0.01204500,0.01190300,0.01192600,1251.70000000,2020-01-09 20:59:59,14.99804065,160,456.31000000,5.48170911,0
2020-01-09 21:00:00,0.01190000,0.01190000,0.01175500,0.01186500,2015.98000000,2020-01-10 00:59:59,23.85812985,128,859.53000000,10.17956282,0
2020-01-10 01:00:00,0.01189600,0.01198800,0.01187000,0.01191000,1150.46000000,2020-01-10 04:59:59,13.72858946,92,609.23000000,7.28006959,0
2020-01-10 05:00:00,0.01187800,0.01194300,0.01187200,0.01188800,722.66000000,2020-01-10 08:59:59,8.59190958,47,547.13000000,6.50710779,0
2020-01-10 09:00:00,0.01188800,0.01198700,0.01185300,0.01193500,892.33000000,2020-01-10 12:59:59,10.63849721,112,379.40000000,4.52642419,0
2020-01-10 13:00:00,0.01194900,0.01205400,0.01180000,0.01183600,3565.28000000,2020-01-10 16:59:59,42.60571665,288,2489.74000000,29.78851362,0
2020-01-10 17:00:00,0.01185600,0.01201600,0.01176500,0.01201100,4013.04000000,2020-01-10 20:59:59,47.69585761,351,2451.06000000,29.14847280,0
2020-01-10 21:00:00,0.01201400,0.01204900,0.01190900,0.01197800,873.36000000,2020-01-11 00:59:59,10.47679828,110,626.01000000,7.51204348,0
